source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P04004,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04004,VTN,protein,11,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
O75326,P56199,FALSE,FALSE,FALSE,FALSE,FALSE,,5,CellTalkDB:7377534;LRdb:7377534;Ramilowski2015:7377534;connectomeDB2020:7377534;talklr:7377534,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,7377534,1,9,7,ligand,ligand,,generic,functional,resource_specific,O75326,SEMA7A,protein,9,TRUE,FALSE,FALSE,TRUE,TRUE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P07996,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P07996,THBS1,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P35442,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P35442,THBS2,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P04275,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04275,VWF,protein,10,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P49747,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P49747,COMP,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P07942,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,32196115,1,8,6,ligand,ligand,,generic,functional,resource_specific,P07942,LAMB1,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q16363,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16363,LAMA4,protein,3,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
O15230,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O15230,LAMA5,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P11047,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,32196115,1,7,5,ligand,ligand,,generic,functional,resource_specific,P11047,LAMC1,protein,3,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q13753,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q13753,LAMC2,protein,6,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P24821,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P24821,TNC,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P12111,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,32196115,1,7,5,ligand,ligand,,generic,functional,resource_specific,P12111,COL6A3,protein,3,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q16787,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q16787,LAMA3,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q9Y6N6,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y6N6,LAMC3,protein,3,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P25391,P56199,FALSE,FALSE,FALSE,FALSE,FALSE,,4,CellTalkDB:9688542;HPRD:9688542;LRdb:9688542;connectomeDB2020:9688542,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,9688542,1,13,9,ligand,ligand,,generic,functional,resource_specific,P25391,LAMA1,protein,9,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q13751,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q13751,LAMB3,protein,3,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P10451,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P10451,SPP1,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P24043,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,post_translational,32196115,1,8,6,ligand,ligand,,generic,functional,resource_specific,P24043,LAMA2,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P55268,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P55268,LAMB2,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
O15335,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,O15335,CHAD,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
A6NMZ7,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,A6NMZ7,COL6A6,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P35443,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P35443,THBS4,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
Q8NEJ0,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Fantom5_LRdb;HPMR_LRdb;LRdb;Wang;iTALK,post_translational,,,5,3,ligand,ligand,,generic,functional,resource_specific,Q8NEJ0,DUSP18,protein,2,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P13942,P56199,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P13942,COL11A2,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P56199,ITGA1,protein,13,FALSE,TRUE,FALSE,TRUE,FALSE
P63000,P55283,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;CellChatDB;Baccin2019;CellPhoneDB;OmniPath,generic,functional,resource_specific,P63000,RAC1,protein,1,TRUE,FALSE,FALSE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,P55283,CDH4,protein,1,FALSE,TRUE,FALSE,TRUE,FALSE
P20248,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32144270,CellTalkDB,post_translational,32144270,1,1,1,ligand,ligand,UniProt_location;OmniPath,generic,functional,resource_specific,P20248,CCNA2,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P05231,O60603,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,CellPhoneDB;OmniPath,generic,functional,resource_specific,P05231,IL6,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P04141,O60603,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04141,CSF2,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01137,O60603,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01137,TGFB1,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P0DJI8,O60603,TRUE,FALSE,TRUE,TRUE,FALSE,,1,CellTalkDB:26290589,CellTalkDB;Wang,post_translational,26290589,1,2,2,ligand,ligand,,generic,functional,resource_specific,P0DJI8,SAA1,protein,12,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P01282,O60603,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01282,VIP,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P13611,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,5,CellTalkDB:19122641;LRdb:19122641;Ramilowski2015:19122641;connectomeDB2020:19122641;talklr:19122641,CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,19122641,1,9,7,ligand,ligand,,generic,functional,resource_specific,P13611,VCAN,protein,7,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P07585,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,2,InnateDB:22087031;connectomeDB2020:22087031,InnateDB;connectomeDB2020,post_translational,22087031,1,2,2,ligand,ligand,,generic,functional,resource_specific,P07585,DCN,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P02656,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:32196115,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,post_translational,32196115,1,6,4,ligand,ligand,,generic,functional,resource_specific,P02656,APOC3,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
Q8IWL2,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,5,CellTalkDB:11724772;HPRD:11724772;InnateDB:11724772;LRdb:11724772;connectomeDB2020:11724772,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,11724772,1,11,8,ligand,ligand,,generic,functional,resource_specific,Q8IWL2,SFTPA1,protein,6,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
Q92954,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,1,connectomeDB2020:26643105,connectomeDB2020,post_translational,26643105,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q92954,PRG4,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
P07355,O60603,FALSE,FALSE,FALSE,FALSE,FALSE,,1,connectomeDB2020:26885373,connectomeDB2020,post_translational,26885373,1,1,1,ligand,ligand,,generic,functional,resource_specific,P07355,ANXA2,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O60603,TLR2,protein,14,FALSE,TRUE,FALSE,TRUE,FALSE
Q14005,O15399,FALSE,FALSE,FALSE,FALSE,FALSE,,4,Baccin2019:10479680;HPRD:10479680;LRdb:10479680;connectomeDB2020:10479680,Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,post_translational,10479680,1,15,10,ligand,ligand,,generic,functional,resource_specific,Q14005,IL16,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,O15399,GRIN2D,protein,11,FALSE,TRUE,FALSE,FALSE,FALSE
P01375,Q9NR96,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9NR96,TLR9,protein,11,FALSE,TRUE,FALSE,TRUE,FALSE
P40933,Q07108,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P40933,IL15,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q07108,CD69,protein,6,FALSE,TRUE,FALSE,FALSE,FALSE
P09382,Q07108,FALSE,FALSE,FALSE,FALSE,FALSE,,1,connectomeDB2020:24752896,LRdb;UniProt_LRdb;connectomeDB2020,post_translational,24752896,1,3,2,ligand,ligand,,generic,functional,resource_specific,P09382,LGALS1,protein,4,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q07108,CD69,protein,6,FALSE,TRUE,FALSE,FALSE,FALSE
P05109,Q07108,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:26296369,CellTalkDB,post_translational,26296369,1,1,1,ligand,ligand,,generic,functional,resource_specific,P05109,S100A8,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q07108,CD69,protein,6,FALSE,TRUE,FALSE,FALSE,FALSE
P24844,Q07108,FALSE,FALSE,FALSE,FALSE,FALSE,,1,connectomeDB2020:28783682,connectomeDB2020,post_translational,28783682,1,1,1,ligand,ligand,,generic,functional,resource_specific,P24844,MYL9,protein,1,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q07108,CD69,protein,6,FALSE,TRUE,FALSE,FALSE,FALSE
P29965,Q01151,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P29965,CD40LG,protein,13,TRUE,FALSE,TRUE,TRUE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q01151,CD83,protein,1,FALSE,TRUE,FALSE,TRUE,FALSE
P01375,Q01151,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q01151,CD83,protein,1,FALSE,TRUE,FALSE,TRUE,FALSE
P60568,Q01151,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P60568,IL2,protein,19,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q01151,CD83,protein,1,FALSE,TRUE,FALSE,TRUE,FALSE
P01138,Q8NER1,FALSE,FALSE,FALSE,FALSE,FALSE,,1,CellTalkDB:17074976,CellTalkDB,post_translational,17074976,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01138,NGF,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q8NER1,TRPV1,protein,3,FALSE,TRUE,FALSE,FALSE,FALSE
P01375,Q8NER1,FALSE,FALSE,FALSE,FALSE,FALSE,,1,ProtMapper:26894912,ProtMapper;REACH_ProtMapper,post_translational,26894912,1,2,1,ligand,ligand,,generic,functional,resource_specific,P01375,TNF,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q8NER1,TRPV1,protein,3,FALSE,TRUE,FALSE,FALSE,FALSE
P20783,Q8NER1,TRUE,FALSE,TRUE,TRUE,FALSE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P20783,NTF3,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q8NER1,TRPV1,protein,3,FALSE,TRUE,FALSE,FALSE,FALSE
P04628,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,8,CancerCellMap:10557084;CellPhoneDB:24032637;CellTalkDB:24032637;NetPath:10557084;SIGNOR:15578921;SIGNOR:22944199;SIGNOR:23290138;connectomeDB2020:24032637,CancerCellMap;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Kirouac2010;LRdb;NetPath;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10557084;15578921;22944199;23290138;24032637,5,14,12,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,P04628,WNT1,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
Q96HF1,Q9UP38,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,connectomeDB2020;Baccin2019;OmniPath,generic,functional,resource_specific,Q96HF1,SFRP2,protein,4,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
P41221,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,9,Baccin2019:10557084;CellPhoneDB:24032637;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;SIGNOR:16273260;SIGNOR:23290138;connectomeDB2020:10557084,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;MPPI;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,post_translational,10557084;16273260;23290138;24032637,4,19,15,ligand,ligand,CellChatDB;GO_Intercell;UniProt_location;OmniPath,generic,functional,resource_specific,P41221,WNT5A,protein,18,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
Q9H1J5,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,1,SIGNOR:23290138,Kirouac2010;SIGNOR;Wang,post_translational,23290138,1,3,3,ligand,ligand,,generic,functional,resource_specific,Q9H1J5,WNT8A,protein,8,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
P56704,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,11,Baccin2019:10557084;CancerCellMap:10557084;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;MPPI:10557084;NetPath:10557084;SIGNOR:10601008;SIGNOR:21078818;SIGNOR:23290138;connectomeDB2020:10557084,Baccin2019;CancerCellMap;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;MPPI;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10557084;10601008;21078818;23290138,4,22,15,ligand,ligand,,generic,functional,resource_specific,P56704,WNT3A,protein,15,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
Q9Y5W5,Q9UP38,FALSE,TRUE,TRUE,FALSE,TRUE,,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9Y5W5,WIF1,protein,2,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
O00744,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,3,SIGNOR:12055200;SIGNOR:19008118;SIGNOR:23290138,SIGNOR;Wang,post_translational,12055200;19008118;23290138,3,2,2,ligand,ligand,,generic,functional,resource_specific,O00744,WNT10B,protein,6,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
P09544,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,8,Baccin2019:10557084;CancerCellMap:10557084;CellTalkDB:10557084;HPRD:10557084;LRdb:10557084;NetPath:10557084;SIGNOR:23290138;connectomeDB2020:10557084,Baccin2019;CancerCellMap;CellPhoneDB;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,10557084;23290138,2,20,14,ligand,ligand,,generic,functional,resource_specific,P09544,WNT2,protein,14,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
O00755,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,3,SIGNOR:15578921;SIGNOR:23290138;connectomeDB2020:28733458,Kirouac2010;SIGNOR;Wang;connectomeDB2020,post_translational,15578921;23290138;28733458,3,4,4,ligand,ligand,,generic,functional,resource_specific,O00755,WNT7A,protein,16,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
P56705,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,2,CellTalkDB:32103204;SIGNOR:23290138,CellPhoneDB;CellTalkDB;I2D_CellPhoneDB;Kirouac2010;SIGNOR;Wang,post_translational,23290138;32103204,2,6,5,ligand,ligand,,generic,functional,resource_specific,P56705,WNT4,protein,17,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
Q9Y6F9,Q9UP38,TRUE,FALSE,TRUE,TRUE,FALSE,,3,CA1:12857724;CA1:8717036;SIGNOR:23290138,CA1;Kirouac2010;SIGNOR;Wang,post_translational,12857724;23290138;8717036,3,4,4,ligand,ligand,,generic,functional,resource_specific,Q9Y6F9,WNT6,protein,6,TRUE,FALSE,TRUE,FALSE,FALSE,receptor,receptor,,generic,functional,resource_specific,Q9UP38,FZD1,protein,18,FALSE,TRUE,FALSE,FALSE,FALSE
